Key,File,Type,english,japanese
questitem_vetcoin_amelia,WhiteRiverToC_Amelias_Gyrocopter,items,Veteran Tools of Citizenship - Amelia's Gyrocopter,[7fa6ff]アメリア・イアハート[-] - ベテラン市民コイン
questitem_vetcoin_taza,WhiteRiverToC_Tazas_Axe,item,Veteran Tools of Citizenship - Taza's Axe,[2eb200]伝説のタザ[-] - ベテラン市民コイン
questitem_vetcoin_Vengeance,WhiteRiverToC_Spirit_of_Vengence,items,[7fa6ff]Vengeance[-] - Veteran Citizen Coin,[7fa6ff][復讐魂][-] - ベテラン市民コイン
questreward_spirit_vengeance_subtitle,WhiteRiverToC_Spirit_of_Vengence,Quest,Kill the evil demon to obtain a [7fa6ff]Hell Beast[-]\n[DECEA3]Note[-]: Defeating the boss zombie is optional.,ジャガーノートを倒し、[7fa6ff]ヘルビースト[-]を入手する。
reqASTazasl01,WhiteRiverToC_zPOWER_UP_KIT,progression,TBA,TBA
resourceRefinedLead,WhiteRiverToC_Amelias_Gyrocopter,items,[7fa6ff]Amelia Earhart's[-] - Refined Lead,[7fa6ff][アメリア・イアハート][-] - 精製鉛
resourceRefinedLeadDesc,WhiteRiverToC_Amelias_Gyrocopter,items,An ingredient in creating a refined lead acid battery for Amelia Earhart's gyrocopter.,アメリア・イアハートのジャイロコプター用の精製鉛蓄電池の原料。
skillASTazasName,WhiteRiverToC_zPOWER_UP_KIT,progression,[2eb200]WRC[-] - [AS]Taza's tools,[2eb200]WRC[-] - [AS]タザ族のツール
skillBookGroupLongDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,[DECEA3] Legendary Taza's[-],[2eb200] 伝説のタザ[-]
skillTazasStoneAxeMaster,WhiteRiverToC_zPOWER_UP_KIT,progression,[DECEA3] Legendary Taza's[-],[2eb200] 伝説のタザ[-]
skillTazasStoneAxeMasterDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,[DECEA3] Legendary Taza's[-],[2eb200] 伝説のタザ[-]
skillTazasStoneAxeMasterName,WhiteRiverToC_zPOWER_UP_KIT,progression,[DECEA3] Legendary Taza's[-],[2eb200] 伝説のタザ[-]
skillunlocksAmmosName,,,Ammo,Ammo
skillunlocksApparelsName,,,Apparel,Apparel
skillunlocksArmorsName,,,Armor,Armor
skillunlocksFoodsName,,,Food,Food
skillunlocksModsName,,,Mod,Mod
skillunlocksResourcesName,,,Resource,Resource
smallAmeliaEngine,WhiteRiverToC_Amelias_Gyrocopter,items,[7fa6ff]Amelia Earhart's[-] - Engine,[7fa6ff][アメリア・イアハート][-] - エンジン
smallAmeliaEngineDesc,WhiteRiverToC_Amelias_Gyrocopter,items,An ingredient in creating Amelia Earhart's gyrocopter.,アメリア・イアハートのジャイロコプターを作るための材料。
tier1_Amelias,WhiteRiverToC_Amelias_Gyrocopter,items,[7fa6ff]Amelia Earhart's[-] - Main Quest,[7fa6ff][アメリア・イアハート][-] - メインクエスト
tier1_Amelias_description,WhiteRiverToC_Amelias_Gyrocopter,items,[7fa6ff]Amelia Earhart's[-] - Main Quest,[7fa6ff][アメリア・イアハート][-] - メインクエスト
tier1_Tazas,WhiteRiverToC_Tazas_Axe,items,[2eb200]Taza's Axe[-] - Main quest,[2eb200]伝説のタザ[-] - メインクエスト
tier1_Tazas_description,WhiteRiverToC_Tazas_Axe,items,[2eb200]Taza's Axe[-] - Main quest,[2eb200]伝説のタザ[-] - メインクエスト
tier1_Vengeance,WhiteRiverToC_Spirit_of_Vengence,items,[7fa6ff][Vengeance][-] - Main Quest,[7fa6ff][復讐魂][-] - メインクエスト
tier1_Vengeance_description,WhiteRiverToC_Spirit_of_Vengence,items,[7fa6ff][Vengeance][-] - Main Quest,[7fa6ff][復讐魂][-] - メインクエスト
tutorialTipQuest01,WhiteRiverToC_zPOWER_UP_KIT,,"This mod was created with the main goal of respecting the original White River Tool of Citizenship as much as possible, while balancing it and making it a game that can be enjoyed for a long time. all changes made by the mod are listed in the ""Journal"" and we recommend that you read it at your earliest convenience. First, please equip [2eb200]the supplied backpack[-] and open the item slots.",このMODは、[DECEA3]ホワイトリバー市民ツール[-]のオリジナルをできる限り尊重しつつ、バランス調整を行い、長く楽しめるゲーム作りを主眼に作成しています。MODによる変更箇所は「ジャーナル」に全て記載していますので、早い時期に読むことをおすすめします。まずは[2eb200]支給されたバックパックを装備[-]してアイテムスロットの開放を行って下さい。
tutorialTipQuest01_title,WhiteRiverToC_zPOWER_UP_KIT,,Welcome to White RIver Tool of Citizenship :Re-works,[DECEA3]WRC[-] - ようこそ「WRC_TOC :Re-works」へ
unit_whiteRiver,WhiteRiverToC_zPOWER_UP_KIT,items,White River Citizen Point,ホワイト・リバー市民ポイント
,,,,
,,,,
,,,,
VaultBox,WhiteRiverToC_zPOWER_UP_KIT,,Next season transfer box,次シーズン引継ぎボックス
VaultBoxDesc,WhiteRiverToC_zPOWER_UP_KIT,,Some vanilla items obtained in the current season can be carried over to the next season. (Non-vanilla items carried over are not guaranteed.),今シーズンで入手したバニラアイテムの一部を次シーズンに引き継ぐことができます。(バニラアイテム以外の持越しは保証対象外です。)
vehicleAmeliaGyrocopter,WhiteRiverToC_Amelias_Gyrocopter,vehicles,[7fa6ff]Amelia Earhart's[-] - Gyrocopter,[7fa6ff][アメリア・イアハート][-] - ジャイロコプター
vehicleAmeliaGyroCopterAccessories,WhiteRiverToC_Amelias_Gyrocopter,items,[7fa6ff]Amelia Earhart's[-] - Gyrocopter Accessories,[7fa6ff][アメリア・イアハート][-] - ジャイロコプター・アクセサリー
vehicleAmeliaGyroCopterAccessoriesDesc,WhiteRiverToC_Amelias_Gyrocopter,items,An ingredient in building Amelia Earhart's gyrocopter.,アメリア・イアハートのジャイロコプター製造の材料。
vehicleAmeliaGyroCopterChassis,WhiteRiverToC_Amelias_Gyrocopter,items,[7fa6ff]Amelia Earhart's[-] - Gyrocopter Chassis,[7fa6ff][アメリア・イアハート][-] - ジャイロコプター・シャシー
vehicleAmeliaGyroCopterChassisDesc,WhiteRiverToC_Amelias_Gyrocopter,items,An ingredient in building Amelia Earhart's gyrocopter.,アメリア・イアハートのジャイロコプター製造の材料。
vehicleAmeliaGyrocopterPlaceable,WhiteRiverToC_Amelias_Gyrocopter,vehicles,[7fa6ff]Amelia Earhart's[-] - Gyrocopter,[7fa6ff][アメリア・イアハート][-] - ジャイロコプター
vehicleSpiritHellBeastToC,WhiteRiverToC_Spirit_of_Vengence,vehicles,[7fa6ff]Vengeance[-] Motorcycle,[7fa6ff]復讐魂[-] - ヘルビースト
vehicleSpiritHellBeastToC_description,WhiteRiverToC_Spirit_of_Vengence,vehicles,A hell beast motorcycle you were rewarded for freeing Johnny Blaze from the spirit of vengeance.,ジョニー・ブレイズを復讐の魂から解き放った報酬
vehicleSpiritHellBeastToCPlaceable,WhiteRiverToC_Spirit_of_Vengence,vehicles,[7fa6ff]Vengeance[-] Motorcycle,[7fa6ff]復讐魂[-] - ヘルビースト
vehicleSpiritHellBeastToCPlaceable_description,WhiteRiverToC_Spirit_of_Vengence,vehicles,A hell beast motorcycle you were rewarded for freeing Johnny Blaze from the spirit of vengeance.,ジョニー・ブレイズを復讐の魂から解き放った報酬
VengeanceT2,WhiteRiverToC_Spirit_of_Vengence,progression,Vengeance,復讐魂
VengeanceT5,WhiteRiverToC_Spirit_of_Vengence,progression,Vengeance,復讐魂
vetquest_toc_taza_statement,WhiteRiverToC_Tazas_Axe,quest,Contribute more significantly to the community and receive higher taza tribe loot.,コミュニティにより大きく貢献し、より上位のタザ族の戦利品を受け取る。
vetquestreward_toc_taza_description,WhiteRiverToC_Tazas_Axe,quest,Defend against zombie attacks. Defeat boss zombies and obtain loot from the Taza tribe. \n[DECEA3]Note[-]: Defeating the boss zombie is optional.,ゾンビの襲来から防衛する。ボスゾンビを倒し、タザ族の戦利品を手に入れる。\n[DECEA3]注意[-]: ボスゾンビの討伐は任意です。
vetquestreward_toc_taza_subtitle,WhiteRiverToC_Tazas_Axe,quest,Collect your Veteran Reward of the fabled Taza's Axe,タザ族の戦利品を手に入れる。
whiteRiver_Trader,WhiteRiverToC_zPOWER_UP_KIT,entityclasses,White River [2eb200] Taza [-] Trader,[2eb200] タザ [-]トレーダー
WhiteRiver_Trader1,WhiteRiverToC_zPOWER_UP_KIT,entityclasses,White River [2eb200] Taza [-] Trader,[2eb200] タザ [-]トレーダー
whiteRiver_Trader1,WhiteRiverToC_zPOWER_UP_KIT,npc,White River [2eb200] Taza [-] Trader,[2eb200] タザ [-]トレーダー
WhiteRiverToCEliteRandomCrate,WhiteRiverToC_zPOWER_UP_KIT,blocks,Random White River Citizen related items. \nCitizen Points: [DECEA3]1[-],[5f40c4]エリート市民[-]ランダムクレート
WhiteRiverToCEliteRandomCrate_Box,WhiteRiverToC_zPOWER_UP_KIT,blocks,Random White River Citizen related items. \nCitizen Points: [DECEA3]1[-],[5f40c4]エリート市民[-]ランダムクレート
WhiteRiverToCGeneralRandomCrate,WhiteRiverToC_zPOWER_UP_KIT,blocks,White River [2eb200] Citizen [-] Random Crate,[2eb200]一般市民[-]ランダムクレート
WhiteRiverToCGeneralRandomCrate_Box,WhiteRiverToC_zPOWER_UP_KIT,blocks,White River [2eb200] Citizen [-] Random Crate,[2eb200]一般市民[-]ランダムクレート
WhiteRiverToCVeteranRandomCrate,WhiteRiverToC_zPOWER_UP_KIT,blocks,White River [7fa6ff] Veteran Citizen [-] Random Crate,[7fa6ff]ベテラン市民[-]ランダムクレート
WhiteRiverToCVeteranRandomCrate_Box,WhiteRiverToC_zPOWER_UP_KIT,blocks,White River [7fa6ff] Veteran Citizen [-] Random Crate,[7fa6ff]ベテラン市民[-]ランダムクレート
whiteRiverXUI,WhiteRiverToC_zPOWER_UP_KIT,XUI,Insert Coin,コイン投入
whiteRiverXUI2,WhiteRiverToC_zPOWER_UP_KIT,XUI,Item Delivery,商品受取
workstation_WRC_Station,WhiteRiverToC_zPOWER_UP_KIT,uidisplay,White River Citizen's Station,ホワイト・リバー市民ステーション
WRC_CoinGroup,WhiteRiverToC_zPOWER_UP_KIT,items,"These coins are used to fund your activities as a White River Citizen. You can use them to improve related craft skills or store them as points in the [DECEA3]WRC Station[-]. \n\nHow to earn: [DECEA3]WRC Challenge Quests, mining, etc.[-].",ホワイト・リバー市民として活動するに原資となるコインです。そのまま使用して、関連クラフトスキルを上げたり、[DECEA3]WRCステーション[-]にポイントとして貯めておくこともできます。\n\n獲得方法: [DECEA3]WRCチャレンジクエスト、採掘等[-]
WRC_Station,WhiteRiverToC_zPOWER_UP_KIT,blocks,White River Citizen's Station,ホワイト・リバー市民ステーション
WRC_StationDesc,WhiteRiverToC_zPOWER_UP_KIT,blocks,White River Citizen's Station,ホワイト・リバー市民ステーション
zombieBansheeQueen,WhiteRiverToC_zPOWER_UP_KIT,entityclasses,Zombie boss [2eb200] Taza [-].,ゾンビボス[2eb200] タザ [-]
zombieMaleHazmatChallenge,WhiteRiverToC_zPOWER_UP_KIT,,Radiated Hazmat,被爆した危険物処理班 (チャレンジ)
zombieToCWendigo,WhiteRiverToC_Amelias_Gyrocopter,entityclasses,White-haired Wendigo,[7fa6ff]白髪のウェンディゴ[-]
armorIronSet,WhiteRiverToC_zPOWER_UP_KIT,items,Iron Armor Set,鉄製アーマーセット
armorLeatherSet,WhiteRiverToC_zPOWER_UP_KIT,items,Leather Armor Set,レザーアーマーセット
armorMilitarySet,WhiteRiverToC_zPOWER_UP_KIT,items,Military Armor Set,軍用アーマーセット
armorSteelSet,WhiteRiverToC_zPOWER_UP_KIT,items,Steel Armor Set,鋼鉄製アーマーセット
blockPoweredDoors,WhiteRiverToC_zPOWER_UP_KIT,blocks,Powered Doors,パワードドア
bookTazasStoneAxeMaster1,WhiteRiverToC_zPOWER_UP_KIT,progression,Tasa stone axe craft kit (T1),タサの石斧クラフトキット (T1)
bookTazasStoneAxeMaster2,WhiteRiverToC_zPOWER_UP_KIT,progression,Tasa stone axe craft kit (T2),タサの石斧クラフトキット (T2)
bookTazasStoneAxeMaster3,WhiteRiverToC_zPOWER_UP_KIT,progression,Tasa stone axe craft kit (T3),タサの石斧クラフトキット (T3)
bookTazasStoneAxeMaster4,WhiteRiverToC_zPOWER_UP_KIT,progression,Tasa stone axe craft kit (T4),タサの石斧クラフトキット (T4)
bookTazasStoneAxeMaster5,WhiteRiverToC_zPOWER_UP_KIT,progression,Tasa stone axe craft kit (T5),タサの石斧クラフトキット (T5)
bookTazasStoneAxeMaster6,WhiteRiverToC_zPOWER_UP_KIT,progression,Tasa stone axe craft kit (T6),タサの石斧クラフトキット (T6)
h7sb_backpackRemove,WhiteRiverToC_zPOWER_UP_KIT,,This item has been removed by the H7SB Backpacks Mod. It is still there to avoid errors but has no effect!,この項目はH7SB Backpacks Modによって削除されました。エラーを避けるために残っていますが、効果はありません！
item_toc_amelia_schem_desc,WhiteRiverToC_Amelias_Gyrocopter,items,A hand-drawn schematic describing the creation of a gyrocopter using a super-charged engine and a refined lead acid battery.,スーパーチャージド・エンジンと改良型鉛蓄電池を使ったジャイロコプターの製作を説明する手書きの概略図。
item_toc_amelia_schem_name,WhiteRiverToC_Amelias_Gyrocopter,items,Amelia Earhart's Gyrocopter Schematic,アメリア・イアハートのジャイロコプター回路図
lblWRC_Resources,WhiteRiverToC_zPOWER_UP_KIT,ui_display,TBA,TBA
meleeToolIronSet,WhiteRiverToC_zPOWER_UP_KIT,,Iron Tools Set,鉄製ツールセット
meleeToolSteelSet,WhiteRiverToC_zPOWER_UP_KIT,,Steel Tools Set,鋼鉄製ツールセット
microwaveTipJT,WhiteRiverToC_zPOWER_UP_KIT,,The microwave can be placed and used to heat canned food recipes. Canned food recipes offer slightly more benefits to them than if you eat them in singles so save those cans when you can. Bowls can be found in loot and are used with the canned foods.,電子レンジを使えば、缶詰を温めることができる。缶詰のレシピは、単品で食べるよりも少しメリットがあるので、缶詰はできる限り取っておこう。ボウルは戦利品にあり、缶詰と一緒に使う。
microwaveTipJT_title,WhiteRiverToC_zPOWER_UP_KIT,,Microwave,電子レンジ
modClothingCargoStoragePocket,WhiteRiverToC_zPOWER_UP_KIT,,Large Pocket,大型ポケット
modClothingCargoStoragePocketDesc,WhiteRiverToC_zPOWER_UP_KIT,,This pocket mod unlocks 5 additional inventory slots.,このポケットMODは5つの追加インベントリスロットをアンロックする。
modClothingStoragePocket,WhiteRiverToC_zPOWER_UP_KIT,,Small Pocket,スモールポケット
modClothingStoragePocketDesc,WhiteRiverToC_zPOWER_UP_KIT,,This pocket mod unlocks 2.5 additional inventory slots.,このポケット改造により、インベントリスロットが2.5個追加される。
modDyeOrange,WhiteRiverToC_zPOWER_UP_KIT,,Dye: Orange,染料：オレンジ
noteDuke01,WhiteRiverToC_zPOWER_UP_KIT,,Note from The Duke of Navezgane,[2eb200]重要[-] - デュークナベズゲインからのメモ
noteDuke01Desc,WhiteRiverToC_zPOWER_UP_KIT,,"Just a friendly reminder that you pay on time, every time or there will be consequences. Next time we won't be so nice. Thanks for the gear, but you still owe us. See you soon. -The Duke",[2eb200]※本アイテムは重要クラフトアイテムです[-]親切心から忠告しておくが、支払いは毎回期限内に行うんだ。そうでないとどうなっても知らんぞ。次はこんなに優しくはしないからな。装備をありがとよ。でもまだお前は俺たちに貸しがあるんだぜ。また会おう。 -デューク
perkASTazasPrimitiveBowDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,TBA,TBA
perkASTazasStoneAxeDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,TBA,TBA
perkASTazasStoneAxeDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,TBA,TBA
perkASTazasStoneSledgehammerDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,TBA,TBA
perkASTazasStoneSpearDesc,WhiteRiverToC_zPOWER_UP_KIT,progression,TBA,TBA
quest_Defend_completion,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
quest_Defend_description,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
quest_Defend_response,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
quest_Defend_statement,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
quest_Defend_subtitle,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
quest_DefendTier_offer,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
quest_fetch_Defend_boss_completion,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_fetch_Defend_boss_description,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_fetch_Defend_boss_response,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_fetch_Defend_boss_statement,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_fetch_Defend_boss_subtitle,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_spirit_vengeance_group,WhiteRiverToC_Spirit_of_Vengence,Quest,Spirit of Vengeance hell beast,復讐魂ヘルビースト
quest_spirit_vengeance_subtitle,WhiteRiverToC_Spirit_of_Vengence,Quest,Kill an evil demon,ジャガーノートを倒す
quest_spiritstart_description,WhiteRiverToC_Spirit_of_Vengence,Quest,Help Johnny Blaze defeat an evil demon and obtain the spirit of vengeance's hell beast.,ジョニー・ブレイズを助けてジャガーノートを倒し、復讐の魂のヘルビーストを手に入れよう。
quest_spiritstart_group,WhiteRiverToC_Spirit_of_Vengence,Quest,Spirit of Vengeance Hell Beast,復讐魂ヘルビースト
quest_spiritstart_name,WhiteRiverToC_Spirit_of_Vengence,Quest,Elite Quest to obtain the Spirit of Vengeance Hell Beast,エリートクエストで「復讐魂ヘルビースト」を手に入れよう
quest_spiritstart_statement,WhiteRiverToC_Spirit_of_Vengence,Quest,Kill the evil demon,ジャガーノートを倒す
quest_spiritstart_subtitle,WhiteRiverToC_Spirit_of_Vengence,Quest,Kill an evil demon,ジャガーノートを倒す
quest_tier1_fetch_Defend_boss,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_tier2_fetch_Defend_boss_offer,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
quest_toc_1000z_description,WhiteRiverToC__REQUIRED,quest,Prove your elite status with the White River settlement by exterminating 1000 zombies.,1000体のゾンビを退治して、ホワイトリバー集落のエリートであることを証明しよう。
quest_toc_1000z_group,WhiteRiverToC__REQUIRED,quest,"White River - Tools of Citizenship, become an elite citizen",ホワイトリバー - シチズンシップのツール、エリート市民になろう
quest_toc_1000z_name,WhiteRiverToC__REQUIRED,quest,Prove your worth as an elite citizen,エリート市民としての価値を証明する
quest_toc_1000z_offer,WhiteRiverToC__REQUIRED,quest,"White River settlements has few elite citizens cards left. They are being given only to those with outstanding qualifications. Continue your efforts to help to make the settlement safer through exterminating 1000 zombies, and you can earn one of these legendary elite cards. The elite citizen card provides you opportunity to pursue only the best quality tools and equipment with the settlement.",ホワイトリバーの入植地には、エリート市民カードがほとんど残っていない。このカードは優れた資格を持つ者にのみ与えられる。1000体のゾンビを駆除して集落の安全性を高める努力を続ければ、伝説のエリートカードを手に入れることができる。エリート市民カードは、集落で最高品質のツールや装備だけを追求する機会を提供します。
quest_toc_1000z_statement,WhiteRiverToC__REQUIRED,quest,Stand above the rest as an elite citizen by laying to rest 1000 zombies.,1000体のゾンビを眠らせることで、エリート市民の仲間入りを果たそう。
quest_toc_1000z_subtitle,WhiteRiverToC__REQUIRED,quest,Kill 1000 zombies to become an elite citizen,1000体のゾンビを倒してエリート市民になる
quest_toc_1000zreward_subtitle,WhiteRiverToC__REQUIRED,quest,Obtain your elite citizenship card,エリート市民権カードの取得
quest_toc_100z_description,WhiteRiverToC__REQUIRED,quest,Prove your worth to the White River settlement by helping to clear the land of 100 zombies.,100体のゾンビを一掃して、ホワイトリバー集落での自分の価値を証明しよう。
quest_toc_100z_group,WhiteRiverToC__REQUIRED,quest,"White River - Tools of Citizenship, become a veteran citizen",ホワイトリバー - 市民権のツール、ベテラン市民になろう
quest_toc_100z_name,WhiteRiverToC__REQUIRED,quest,Prove your worth as a veteran citizen,ベテラン市民としての価値を証明する
quest_toc_100z_offer,WhiteRiverToC__REQUIRED,quest,"White River settlements has some veteran citizens cards left, to those with an extra qualification. Help to make the settlement safer through ridding the area of 100 zombies, and you can earn one of these highly sought-after veterans cards. This opens the door to allow you to pursue higher quality tools and equipment with the settlement.",ホワイトリバーの入植地には、余分な資格を持っている人に、いくつかのベテラン市民カードが残っています。100体のゾンビを駆除して集落の安全性を高めれば、人気の高いベテラン市民カードを手に入れることができる。このカードを手に入れることで、より質の高い道具や設備を手に入れることができます。
quest_toc_100z_statement,WhiteRiverToC__REQUIRED,quest,Prove that you are of great worth to the community by killing 100 zombies.,ゾンビを100体倒すことで、自分がコミュニティにとって大きな価値があることを証明しよう。
quest_toc_100z_subtitle,WhiteRiverToC__REQUIRED,quest,Kill 100 zombies and prove your worth as a veteran citizen,100体のゾンビを倒し、ベテラン市民としての価値を証明せよ
quest_toc_10z_completion,WhiteRiverToC__REQUIRED,quest,"Holy smokes, you survived and have proved your worth and entry into the White River community. Here is your White River citizen card and choice of some spare items we have laying around.",なんてこった、君は生き延び、自分の価値を証明し、ホワイトリバーのコミュニティーに入ったんだ。これがあなたのホワイト・リバー市民カードです。
quest_toc_10z_description,WhiteRiverToC__REQUIRED,quest,Help lay to rest 10 old settlers and prove your worth,10人の入植者を安らかに眠らせ、自分の価値を証明しよう
quest_toc_10z_name,WhiteRiverToC__REQUIRED,quest,Put 10 fallen citizens to rest,倒れた10人の市民を安らかに眠らせる
quest_toc_10z_offer,WhiteRiverToC__REQUIRED,quest,"If it were your reanimated corpse, wouldn't you want a mercy kill? Become a White River citizen by helping lay to rest 10 of our old residents. This will grant you a +White River citizen card which can be used as an ingredient to craft quest-starting items. Choose carefully, as your citizen card is held from you while you work to complete your quest, and it is returned to you on successful completion.",もし自分の死体だったら、慈悲を与えてほしいと思わないだろうか？ホワイトリバーに住む10人の老人を安らかに眠らせることで、ホワイトリバー市民になることができます。これにより、クエスト開始アイテムの材料となるホワイトリバー市民カードが手に入る。市民カードは、クエストを完了させる間、あなたからは離され、完了するとあなたに返却されるので、慎重に選んでください。
quest_toc_10z_statement,WhiteRiverToC__REQUIRED,quest,Prove your worth by putting to rest 10 fallen citizens.,倒れた10人の市民を安らかに眠らせることで、自分の価値を証明するのだ。
quest_toc_10z_subtitle,WhiteRiverToC__REQUIRED,quest,Put 10 fallen citizens to rest,倒れた10人の市民を安らかに眠らせる
quest_toc_amelia_group,WhiteRiverToC_Amelias_Gyrocopter,Quest,"White River - Tools of Citizenship, quest for Amelia Earhart's gyrocopter",ホワイト・リバー - 市民の道具、アメリア・イアハートのジャイロコプターの探求
quest_toc_amelia1_statement,WhiteRiverToC_Amelias_Gyrocopter,Quest,Purchase the map to discover the truth of Amelia Earhart's coffin location.,地図を購入して、アメリア・イアハートの棺のありかの真実を探る。
quest_toc_amelia1_subtitle,WhiteRiverToC_Amelias_Gyrocopter,Quest,"Collect 5,000 Dukes","5,000 デュークスを収集"
quest_toc_amelia2_description,WhiteRiverToC_Amelias_Gyrocopter,Quest,Dig up the location on the map to locate Amelia Earhart's coffin.,地図上の場所を掘り起こし、アメリア・イアハートの棺を見つける。
quest_toc_amelia2_name,WhiteRiverToC_Amelias_Gyrocopter,Quest,Quest to discover Amelia Earhart's past,アメリア・イアハートの過去を探るクエスト
quest_toc_amelia2_offer,WhiteRiverToC_Amelias_Gyrocopter,Quest,"As you examine it, you see that next to the X on the map is the written word 'Amelia'. In the bottom corner, there is scrawled a small note:'In case I don't make it, please find her and finish her dream.- Fred N.'",それを見ると、地図上のXの横に「Amelia」と書かれている。下の隅には、小さなメモが書き込まれている。『万が一私が間に合わなかった場合、彼女を見つけて夢を終わらせてください。
quest_toc_amelia3_description,WhiteRiverToC_Amelias_Gyrocopter,Quest,"You suddenly remember Fred's note that suggested you should build a defensible position to protect yourself from the monster.(Activate rally point, then build.)",あなたはふと、怪物から身を守るために防御可能な陣地を築くべきだというフレッドのメモを思い出す。
quest_toc_amelia3_description_title,WhiteRiverToC_Amelias_Gyrocopter,Quest,You get a weird feeling..,変な感じがする。
quest_toc_amelia3_name,WhiteRiverToC_Amelias_Gyrocopter,Quest,Build a defensible structure.,防御可能な構造を作る。
quest_toc_amelia3_offer,WhiteRiverToC_Amelias_Gyrocopter,Quest,"You find a desiccated corpse in the coffin, wearing what appears to be a flight jacket with the name Earhart written on it. In the pocket of the flight jacket is a journal. There are some pages missing, seemingly ripped out. The last remaining page reads:I know I won’t make it back. That thing, the howler, has done for me. I feel myself changing every night, as the sun sets a bit sooner and the dark gets a bit colder. My mind is going. I look at Fred, and I imagine what his meat and blood taste like. I’ll eat a bullet sooner than eat my copilot. I’ll do it before I lose the last of my wits. Whoever finds this, please take my schematics to someone who can make use of them. If Fred doesn’t make it, all hope is lost.He’ll never know how much I love him.’Tucked in the pages of the journal is another map with a tear-stained, sloppily-jotted note on the back:Wendigo took my bag when it tried to take me. The schematics were in it. I know where it lives. I have to try to get them back. Amelia is dead, I have nothing left to live for, save those precious papers. In case I don’t survive, I made this map to its lair. You’ll need walls to hold it at bay. You can’t hope to kill it face-to-face. I know we were both married to other people, but she and I were closer than any married couple I know. We skimmed the clouds together. She was my heaven. I’ll always be her copilot.Follow the map to the Wendigo's lair.",棺の中で、イアハートという名前が書かれたフライトジャケットのようなものを着た、乾燥した死体を発見します。フライトジャケットのポケットには日記が入っています。一部ページが欠けており、切り取られたと思われます。最後に残ったページにはこう書かれています。もう戻れないことはわかっています。あの遠吠えが私にしてくれたのです。日が沈むのが少し早くなり、暗闇が少し寒くなるにつれて、私は毎晩自分が変化しているのを感じます。私の心は進んでいます。私はフレッドを見て、彼の肉と血がどんな味かを想像します。副操縦士を食べるより早く銃弾を食べるだろう。最後の知恵を失う前にやります。これを見つけた人は、私の回路図を活用できる人のところへ持って行ってください。 「フレッドがうまくいかなかったら、すべての希望は失われる。私がどれだけ彼を愛しているか、彼は決して知ることはないだろう。」日記のページに挟まれているのは、裏面に涙で汚れた、だらしなく書き綴られたメモが書かれた別の地図である：ウェンディゴ私のバッグが私を連れて行こうとしたとき、私のバッグを取り上げました。中には回路図が入っていました。それがどこに住んでいるのか知っています。それらを取り戻すために努力しなければなりません。アメリアは死んでしまいました。私には、貴重な書類を除いて、生きるものは何も残っていないのです。生き残れなかった場合に備えて、この地図をそのねぐらに向けて作成しました。それを防ぐためには壁が必要です。面と向かって倒すことは望めない。私たちがお互いに他の人と結婚していたことは知っていますが、彼女と私は私が知っているどの夫婦よりも親密でした。私たちは一緒に雲をすくいました。彼女は私の天国でした。私はいつも彼女の副操縦士です。地図に従ってウェンディゴの隠れ家まで行きます。
quest_toc_amelia3_statement,WhiteRiverToC_Amelias_Gyrocopter,Quest,Locate and Kill the monster. Recover Amelia's Lost Blueprints.,モンスターを見つけ、倒す。アメリアの失われた設計図を取り戻す。
quest_toc_amelia3_subtitle,WhiteRiverToC_Amelias_Gyrocopter,Quest,Find the monster that stole Amelia's plans,アメリアの設計図を盗んだモンスターを探せ
quest_toc_amelia4_description,WhiteRiverToC_Amelias_Gyrocopter,Quest,You find a pouch on the Wendigo that contains the blueprints to Amelia Earhart's gyrocopter.,アメリア・イアハートのジャイロコプターの設計図が入っているポーチをウェンディゴで見つける。
